ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,ClasseGENERE,N_ClasseGENERE
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,6
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,4
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,2
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,5
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,3
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,13
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,2
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,Neutri,2
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,Prev_F,3
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,Prev_M,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,2,Arts and humanities,Prev_F,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,3
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Vecchio Ordinamento,1,Education,Prev_F,1
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,9,Health and welfare,Prev_F,1
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,2,Arts and humanities,Prev_F,1
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,9,Health and welfare,Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,1,Education,Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,2,Arts and humanities,Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,3,"Social sciences, journalism and information",Neutri,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",Neutri,2
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,1,Education,Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,2,Arts and humanities,Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,2
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,5
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,2
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,3,"Social sciences, journalism and information",Prev_F,4
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,4,"Business, administration and law",Neutri,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,4,"Business, administration and law",Prev_F,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,3
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,Neutri,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,Prev_F,4
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,Prev_M,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,4,"Business, administration and law",Prev_F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,9,Health and welfare,Prev_F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,9,Health and welfare,Prev_M,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,3
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Vecchio Ordinamento,9,Health and welfare,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,1,Education,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,2,Arts and humanities,Neutri,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,2,Arts and humanities,Prev_F,7
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,2,Arts and humanities,Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,3,"Social sciences, journalism and information",Neutri,4
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,4,"Business, administration and law",Neutri,2
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,4,"Business, administration and law",Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,4
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,5
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,9,Health and welfare,Prev_F,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,1,Education,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,2,Arts and humanities,Neutri,2
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,2,Arts and humanities,Prev_F,7
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,5
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,2
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,5
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,5
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,11
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,9,Health and welfare,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,2,Arts and humanities,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_F,2
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,3
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,1,Education,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Neutri,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Vecchio Ordinamento,9,Health and welfare,Prev_F,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,1,Education,Prev_F,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,2,Arts and humanities,Prev_F,5
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,4,"Business, administration and law",Neutri,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,2
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,2
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,3
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,2,Arts and humanities,Neutri,1
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,2,Arts and humanities,Prev_F,5
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,2
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,1
